category,bathrooms,bedrooms,has_photo,price,price_type,square_feet,cityname,latitude,longitude,time
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,341677.0,-1186141.0,1577359157
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,257603.0,-803005.0,1577359231
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,389633.0,-769375.0,1577359233
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,398644.0,-1050454.0,1577015098
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,396828.0,-1048078.0,1577015002
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,398228.0,-1051107.0,1577015097
housing/rent/apartment,1.0,1.0,Thumbnail,1000,Monthly,250,Otras,337606.0,-1180806.0,1576666443
housing/rent/apartment,1.0,1.0,Thumbnail,975,Monthly,250,Otras,331463.0,-1171694.0,1577359240
housing/rent/apartment,1.0,1.0,Thumbnail,965,Monthly,250,Otras,398587.0,-748101.0,1577015665
housing/rent/apartment,1.0,1.0,Thumbnail,955,Monthly,250,Otras,391634.0,-766165.0,1577359262
housing/rent/apartment,1.0,1.0,Thumbnail,950,Monthly,250,Otras,395816.0,-1050387.0,1577015096
housing/rent/apartment,1.0,1.0,Thumbnail,950,Monthly,250,Otras,396828.0,-1048078.0,1577015098
housing/rent/apartment,1.0,1.0,Thumbnail,930,Monthly,250,Otras,379682.0,-1220091.0,1577015146
housing/rent/apartment,1.0,1.0,Thumbnail,925,Monthly,250,Otras,399999.0,-1050993.0,1577358925
housing/rent/apartment,1.0,1.0,Thumbnail,925,Monthly,250,Otras,326197.0,-1170226.0,1577015266
housing/rent/apartment,1.0,1.0,Thumbnail,925,Monthly,250,Otras,391634.0,-766165.0,1577015099
housing/rent/apartment,1.0,1.0,Thumbnail,915,Monthly,250,Otras,395516.0,-1049690.0,1577358488
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,250,Otras,390976.0,-768614.0,1577359251
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,250,Otras,285163.0,-813644.0,1577359122
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,250,Otras,400213.0,-1052552.0,1577358924
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,250,Otras,396828.0,-1048078.0,1577015097
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,250,Otras,340291.0,-1179457.0,1576666494
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,250,Otras,338323.0,-1179079.0,1575976769
housing/rent/apartment,1.0,1.0,Thumbnail,895,Monthly,250,Otras,398312.0,-1048942.0,1577015009
housing/rent/apartment,1.0,1.0,Thumbnail,895,Monthly,250,Otras,398228.0,-1051107.0,1577015097
housing/rent/apartment,1.0,1.0,Thumbnail,875,Monthly,250,Otras,388738.0,-771055.0,1577015322
housing/rent/apartment,1.0,1.0,Thumbnail,865,Monthly,250,Otras,261806.0,-817257.0,1577358931
housing/rent/apartment,1.0,1.0,Thumbnail,865,Monthly,250,Otras,337848.0,-843922.0,1577359222
housing/rent/apartment,1.0,1.0,Thumbnail,860,Monthly,250,Otras,273181.0,-824987.0,1577359138
housing/rent/apartment,1.0,1.0,Thumbnail,855,Monthly,250,Otras,396828.0,-1048078.0,1577359190
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,250,Otras,386900.0,-772065.0,1577359251
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,250,Otras,400994.0,-1048079.0,1577358918
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,250,Otras,386487.0,-773152.0,1577359250
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,250,Otras,361370.0,-867830.0,1577359107
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,250,Otras,277873.0,-826772.0,1577015259
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,250,Portland,455091.0,-1226449.0,1577014971
housing/rent/apartment,1.0,1.0,Thumbnail,825,Monthly,250,Otras,394324.0,-763552.0,1577015366
housing/rent/apartment,1.0,1.0,Thumbnail,805,Monthly,250,Otras,337848.0,-843922.0,1577359229
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,250,Otras,399156.0,-1050876.0,1577358924
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,250,Otras,396169.0,-1049190.0,1577359189
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,250,Otras,390287.0,-772409.0,1577359232
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,250,Otras,289050.0,-812156.0,1577359129
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,250,Otras,381255.0,-1212878.0,1577359136
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,250,Otras,302989.0,-816324.0,1577014825
housing/rent/apartment,1.0,1.0,Thumbnail,795,Monthly,250,Otras,394904.0,-1047265.0,1577359188
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,250,Otras,386968.0,-1046969.0,1577359135
housing/rent/apartment,1.0,1.0,Thumbnail,785,Monthly,250,Otras,405649.0,-1050824.0,1577358930
housing/rent/apartment,1.0,1.0,Thumbnail,760,Monthly,250,Otras,404067.0,-1050984.0,1577358930
housing/rent/apartment,1.0,1.0,Thumbnail,755,Monthly,250,Otras,287026.0,-813885.0,1577359122
housing/rent/apartment,1.0,1.0,Thumbnail,755,Monthly,250,Otras,396103.0,-756896.0,1577358946
housing/rent/apartment,1.0,1.0,Thumbnail,755,Monthly,250,Otras,402776.0,-767088.0,1577358630
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,250,Otras,339450.0,-1174074.0,1577359206
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,250,Otras,272897.0,-803421.0,1577359020
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,250,Otras,391774.0,-772569.0,1577359252
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,250,Otras,352016.0,-808124.0,1576666455
housing/rent/apartment,1.0,1.0,Thumbnail,725,Monthly,250,Otras,361370.0,-867830.0,1577359105
housing/rent/apartment,1.0,1.0,Thumbnail,725,Monthly,250,Otras,338691.0,-847686.0,1577015201
housing/rent/apartment,1.0,1.0,Thumbnail,720,Monthly,250,Otras,294782.0,-982759.0,1577359126
housing/rent/apartment,1.0,1.0,Thumbnail,705,Monthly,250,Houston,297714.0,-954343.0,1577359260
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,334234.0,-1115415.0,1577359294
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Austin,303054.0,-977497.0,1577359117
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,399156.0,-1050876.0,1577358923
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,335783.0,-1118902.0,1577359295
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,285163.0,-813644.0,1577359121
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,393191.0,-766126.0,1577015367
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,396041.0,-1048594.0,1577015096
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,396894.0,-1051119.0,1577015096
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,250,Otras,300066.0,-978071.0,1577015019
housing/rent/apartment,1.0,0.0,Thumbnail,695,Monthly,250,Otras,425286.0,-924509.0,1577358970
housing/rent/apartment,1.0,1.0,Thumbnail,695,Monthly,250,Otras,417834.0,-878099.0,1577015589
housing/rent/apartment,1.0,1.0,Thumbnail,685,Monthly,250,Otras,340505.0,-810098.0,1577359144
housing/rent/apartment,1.0,1.0,Thumbnail,685,Monthly,250,Otras,335178.0,-1120848.0,1577015542
housing/rent/apartment,1.0,1.0,Thumbnail,675,Monthly,250,Houston,297714.0,-954343.0,1577015328
housing/rent/apartment,1.0,1.0,Thumbnail,675,Monthly,250,Otras,451748.0,-933109.0,1575638484
housing/rent/apartment,1.0,1.0,Thumbnail,660,Monthly,250,Otras,335178.0,-1120848.0,1577015549
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,250,Otras,393191.0,-766126.0,1577359203
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,250,Otras,449545.0,-1230072.0,1577359002
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,250,Otras,294832.0,-828641.0,1577358919
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,250,San Antonio,294624.0,-985253.0,1577014919
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,250,Otras,360402.0,-866385.0,1577014855
housing/rent/apartment,1.0,1.0,Thumbnail,645,Monthly,250,Otras,336285.0,-789873.0,1577359007
housing/rent/apartment,1.0,1.0,Thumbnail,645,Monthly,250,Otras,352016.0,-808124.0,1576666471
housing/rent/apartment,1.0,1.0,Thumbnail,625,Monthly,250,Otras,270717.0,-823833.0,1577359138
housing/rent/apartment,1.0,1.0,Thumbnail,610,Monthly,250,Otras,335178.0,-1120848.0,1577015550
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,284730.0,-825474.0,1577358940
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,322264.0,-1109438.0,1577359177
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,339369.0,-843060.0,1577359225
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,369873.0,-1220160.0,1577358918
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,280076.0,-824792.0,1577015248
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,471165.0,-885631.0,1577017139
housing/rent/apartment,1.0,1.0,Thumbnail,600,Monthly,250,Otras,358230.0,-786438.0,1577015762
housing/rent/apartment,1.0,1.0,Thumbnail,595,Monthly,250,Otras,376465.0,-782899.0,1577358867
housing/rent/apartment,1.0,1.0,Thumbnail,580,Monthly,250,Otras,276361.0,-804261.0,1577358942
housing/rent/apartment,1.0,1.0,Thumbnail,575,Monthly,250,Otras,399849.0,-758127.0,1577359007
housing/rent/apartment,1.0,1.0,Thumbnail,575,Monthly,250,Otras,286810.0,-812808.0,1577014894
housing/rent/apartment,1.0,1.0,Thumbnail,550,Monthly,250,Otras,392019.0,-769510.0,1577359203
housing/rent/apartment,1.0,1.0,Thumbnail,550,Monthly,250,Otras,387701.0,-772263.0,1577359287
housing/rent/apartment,1.0,1.0,Thumbnail,500,Monthly,250,Otras,338829.0,-786369.0,1577359006
housing/rent/apartment,1.0,1.0,Thumbnail,500,Monthly,250,Otras,295056.0,-949889.0,1577359258
housing/rent/apartment,1.0,1.0,Thumbnail,500,Monthly,250,Otras,348856.0,-1124675.0,1577358597
housing/rent/apartment,1.0,1.0,Thumbnail,499,Monthly,250,Otras,382006.0,-849469.0,1577358627
housing/rent/apartment,1.0,1.0,Thumbnail,495,Monthly,250,Otras,335178.0,-1120848.0,1577015536
housing/rent/apartment,1.0,1.0,Thumbnail,200,Monthly,250,Otras,393903.0,-771487.0,1577015099
housing/rent/apartment,1.0,0.0,Thumbnail,1325,Monthly,253,Otras,476160.0,-1223275.0,1577360339
housing/rent/apartment,1.0,0.0,Thumbnail,1400,Monthly,255,Otras,477046.0,-1221989.0,1577360324
housing/rent/apartment,1.0,0.0,Thumbnail,1995,Monthly,258,San Francisco,377599.0,-1224379.0,1577358513
housing/rent/apartment,1.0,1.0,Thumbnail,710,Monthly,265,Madison,430724.0,-894003.0,1577358725
housing/rent/apartment,1.0,1.0,Thumbnail,1659,Monthly,272,Otras,389118.0,-770132.0,1577358754
housing/rent/apartment,1.0,1.0,Thumbnail,1600,Monthly,272,Otras,377078.0,-1221435.0,1577359208
housing/rent/apartment,1.0,1.0,Thumbnail,850,Monthly,273,Otras,391471.0,-865136.0,1577359051
housing/rent/apartment,1.0,0.0,Thumbnail,1900,Monthly,275,Otras,336019.0,-1178637.0,1577016114
housing/rent/apartment,1.0,1.0,Thumbnail,1505,Monthly,275,Los Angeles,340372.0,-1182972.0,1576666500
housing/rent/apartment,1.0,1.0,Thumbnail,900,Monthly,275,Otras,333423.0,-1117755.0,1577015539
housing/rent/apartment,1.0,0.0,Thumbnail,892,Monthly,275,Chicago,418625.0,-876825.0,1577359302
housing/rent/apartment,1.0,1.0,Yes,705,Monthly,275,Otras,391263.0,-845172.0,1568768104
housing/rent/apartment,1.0,1.0,Thumbnail,1240,Monthly,280,Otras,388077.0,-769886.0,1577359251
housing/rent/apartment,1.0,1.0,Thumbnail,870,Monthly,285,Otras,611723.0,-1498414.0,1577360387
housing/rent/apartment,1.0,0.0,Thumbnail,1095,Monthly,286,Chicago,418625.0,-876825.0,1577360156
housing/rent/apartment,1.0,0.0,Thumbnail,1350,Monthly,288,Otras,476160.0,-1223275.0,1577360185
housing/rent/apartment,1.0,1.0,Yes,865,Monthly,288,Otras,403911.0,-801989.0,1568777542
housing/rent/apartment,1.0,1.0,Thumbnail,690,Monthly,288,Otras,280076.0,-824792.0,1577015236
housing/rent/apartment,1.0,0.0,Thumbnail,1099,Monthly,290,Portland,455091.0,-1226449.0,1577359880
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,290,Otras,449855.0,-933023.0,1576666463
housing/rent/apartment,1.0,0.0,Thumbnail,850,Monthly,296,Otras,416595.0,-915350.0,1577359840
housing/rent/apartment,1.0,0.0,Thumbnail,2200,Monthly,300,Otras,374356.0,-1221340.0,1577360127
housing/rent/apartment,1.0,1.0,Yes,2112,Monthly,300,Otras,410591.0,-741452.0,1568781099
housing/rent/apartment,1.0,1.0,Yes,1868,Monthly,300,Otras,341428.0,-1179996.0,1568779369
housing/rent/apartment,1.0,1.0,Yes,1785,Monthly,300,Otras,417277.0,-728374.0,1568777007
housing/rent/apartment,1.0,1.0,Thumbnail,1575,Monthly,300,Los Angeles,340628.0,-1182754.0,1568758026
housing/rent/apartment,1.0,1.0,Yes,1534,Monthly,300,Otras,391775.0,-771944.0,1568766195
housing/rent/apartment,1.0,1.0,Yes,1470,Monthly,300,Otras,417773.0,-725249.0,1568777135
housing/rent/apartment,1.0,1.0,Yes,1470,Monthly,300,Otras,391627.0,-766354.0,1568775346
housing/rent/apartment,1.0,1.0,Yes,1470,Monthly,300,Otras,391723.0,-768514.0,1568774838
housing/rent/apartment,1.0,2.0,Thumbnail,1425,Monthly,300,Otras,406496.0,-739596.0,1577359277
housing/rent/apartment,1.0,1.0,Yes,1386,Monthly,300,Otras,392081.0,-766610.0,1568777995
housing/rent/apartment,1.0,0.0,Thumbnail,1195,Monthly,300,Otras,476160.0,-1223275.0,1577360005
housing/rent/apartment,1.0,1.0,Thumbnail,995,Monthly,300,Chicago,419891.0,-876572.0,1577359553
housing/rent/apartment,1.0,0.0,Thumbnail,975,Monthly,300,Otras,337815.0,-1181934.0,1568777618
housing/rent/apartment,1.0,1.0,Thumbnail,911,Monthly,300,Chicago,418625.0,-876825.0,1577358589
housing/rent/apartment,1.0,0.0,Thumbnail,900,Monthly,300,Austin,303054.0,-977497.0,1577017126
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,300,Otras,405649.0,-1050824.0,1577358930
housing/rent/apartment,1.0,1.0,Thumbnail,800,Monthly,300,Otras,337416.0,-842614.0,1577359226
housing/rent/apartment,1.0,1.0,Thumbnail,795,Monthly,300,Denver,397360.0,-1049819.0,1577015008
housing/rent/apartment,1.0,1.0,Thumbnail,795,Monthly,300,Otras,273181.0,-824987.0,1575418787
housing/rent/apartment,1.0,1.0,Thumbnail,775,Monthly,300,Otras,430531.0,-879659.0,1577015786
housing/rent/apartment,1.0,0.0,Thumbnail,760,Monthly,300,Chicago,418625.0,-876825.0,1577359552
housing/rent/apartment,1.0,1.0,Thumbnail,750,Monthly,300,Otras,282300.0,-823055.0,1577015246
housing/rent/apartment,1.0,1.0,Thumbnail,725,Monthly,300,Otras,416151.0,-711705.0,1577358646
housing/rent/apartment,1.0,1.0,Thumbnail,700,Monthly,300,Otras,335571.0,-842167.0,1577359227
housing/rent/apartment,1.0,1.0,Thumbnail,650,Monthly,300,Otras,399974.0,-829829.0,1577359330
housing/rent/apartment,1.0,1.0,Thumbnail,595,Monthly,300,Otras,390744.0,-1085228.0,1577360203
housing/rent/apartment,1.0,1.0,Thumbnail,590,Monthly,300,Otras,391471.0,-865136.0,1577359047
housing/rent/apartment,1.0,2.0,Thumbnail,590,Monthly,300,Otras,391471.0,-865136.0,1577359047
housing/rent/apartment,1.0,2.0,Thumbnail,585,Monthly,300,Otras,391471.0,-865136.0,1577359049
housing/rent/apartment,1.0,2.0,Thumbnail,580,Monthly,300,Otras,401145.0,-882723.0,1577359060
housing/rent/apartment,1.0,1.0,Thumbnail,400,Monthly,300,Otras,358230.0,-786438.0,1576322125
housing/rent/apartment,1.0,2.0,Thumbnail,275,Monthly|Weekly,300,Otras,280451.0,-819689.0,1574891000
housing/rent/apartment,1.0,1.0,Thumbnail,1195,Monthly,301,Otras,395197.0,-1198342.0,1577358435
housing/rent/apartment,1.0,1.0,Thumbnail,1094,Monthly,306,Otras,395197.0,-1198342.0,1577358436
housing/rent/apartment,1.0,0.0,Thumbnail,725,Monthly,308,Otras,404969.0,-869659.0,1577358856
housing/rent/apartment,1.0,0.0,Thumbnail,1099,Monthly,309,Portland,455091.0,-1226449.0,1577360408
housing/rent/apartment,1.0,2.0,Thumbnail,1222,Monthly,310,Otras,426398.0,-713184.0,1577358523
housing/rent/apartment,1.0,0.0,Thumbnail,2195,Monthly,313,San Francisco,377599.0,-1224379.0,1577358518
housing/rent/apartment,1.0,1.0,Thumbnail,760,Monthly,313,Otras,397953.0,-861387.0,1577015158
housing/rent/apartment,1.0,2.0,Thumbnail,650,Monthly,314,Otras,412321.0,-1119813.0,1577359130
housing/rent/apartment,1.0,0.0,Thumbnail,2695,Monthly,315,San Francisco,377599.0,-1224379.0,1577359148
housing/rent/apartment,1.0,2.0,Thumbnail,730,Monthly,315,Otras,611723.0,-1498414.0,1577358613
housing/rent/apartment,1.0,0.0,Thumbnail,659,Monthly,315,Otras,380172.0,-844931.0,1577360268
housing/rent/apartment,1.0,1.0,Thumbnail,775,Monthly,317,Otras,403613.0,-869005.0,1577358839
housing/rent/apartment,1.0,0.0,Thumbnail,1350,Monthly,318,Otras,389799.0,-770798.0,1577017003
housing/rent/apartment,1.0,1.0,Thumbnail,1100,Monthly,319,Chicago,418625.0,-876825.0,1577015588
housing/rent/apartment,1.0,1.0,Thumbnail,965,Monthly,320,Chicago,418625.0,-876825.0,1577015533
housing/rent/apartment,1.0,0.0,Thumbnail,675,Monthly,320,Otras,414648.0,-816794.0,1577014873
housing/rent/apartment,1.0,1.0,Thumbnail,925,Monthly,321,Otras,396894.0,-1051119.0,1577015009
housing/rent/apartment,1.0,1.0,Thumbnail,845,Monthly,322,Otras,430531.0,-879659.0,1577360013
housing/rent/apartment,1.0,2.0,Thumbnail,700,Monthly,324,Madison,430724.0,-894003.0,1577358723
housing/rent/apartment,1.0,2.0,Thumbnail,2700,Monthly,325,Otras,423280.0,-710710.0,1568746385
housing/rent/apartment,1.0,2.0,Thumbnail,1995,Monthly,325,Otras,338517.0,-1183978.0,1577359569
housing/rent/apartment,1.0,1.0,Thumbnail,1350,Monthly,325,Otras,476160.0,-1223275.0,1577360015
